Order,Technique,TestName,auto_generated_guid,supported_platforms,TimeoutSeconds,InputArgs,AtomicsFolder,enabled,notes
,T1014,Loadable Kernel Module based Rootkit,dfb50072-e45a-4c75-a17e-a484809c8553,linux,120,,Public,FALSE,
,T1014,Loadable Kernel Module based Rootkit,75483ef8-f10f-444a-bf02-62eb0e48db6f,linux,120,,Public,FALSE,
,T1014,dynamic-linker based rootkit (libprocesshider),1338bf0c-fd0c-48c0-9e65-329f18e2c0d3,linux,120,,Public,FALSE,
,T1014,Loadable Kernel Module based Rootkit (Diamorphine),0b996469-48c6-46e2-8155-a17f8b6c2247,linux,120,,Public,FALSE,
,T1016,System Network Configuration Discovery on Windows,970ab6a1-0157-4f3f-9a73-ec4166754b23,windows,120,,Public,FALSE,
,T1016,List Windows Firewall Rules,038263cb-00f4-4b0a-98ae-0696c67e1752,windows,120,,Public,FALSE,
,T1016,System Network Configuration Discovery,c141bbdb-7fca-4254-9fd6-f47e79447e17,macos|linux,120,,Public,FALSE,
,T1016,System Network Configuration Discovery (TrickBot Style),dafaf052-5508-402d-bf77-51e0700c02e2,windows,120,,Public,FALSE,
,T1016,List Open Egress Ports,4b467538-f102-491d-ace7-ed487b853bf5,windows,120,,Public,FALSE,
,T1016,Adfind - Enumerate Active Directory Subnet Objects,9bb45dd7-c466-4f93-83a1-be30e56033ee,windows,120,,Public,FALSE,
,T1016,Qakbot Recon,121de5c6-5818-4868-b8a7-8fd07c455c1b,windows,120,,Public,FALSE,
,T1016,List macOS Firewall Rules,ff1d8c25-2aa4-4f18-a425-fede4a41ee88,macos,120,,Public,FALSE,
,T1016,DNS Server Discovery Using nslookup,34557863-344a-468f-808b-a1bfb89b4fa9,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - net,85321a9c-897f-4a60-9f20-29788e50bccd,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - net group Domain Computers,f1bf6c8f-9016-4edf-aff9-80b65f5d711f,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - nltest,52ab5108-3f6f-42fb-8ba3-73bc054f22c8,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - ping sweep,6db1f57f-d1d5-4223-8a66-55c9c65a9592,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - arp,2d5a61f5-0447-4be4-944a-1f8530ed6574,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - arp nix,acb6b1ff-e2ad-4d64-806c-6c35fe73b951,linux|macos,120,,Public,FALSE,
,T1018,Remote System Discovery - sweep,96db2632-8417-4dbb-b8bb-a8b92ba391de,linux|macos,120,,Public,FALSE,
,T1018,Remote System Discovery - nslookup,baa01aaa-5e13-45ec-8a0d-e46c93c9760f,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - adidnsdump,95e19466-469e-4316-86d2-1dc401b5a959,windows,120,,Public,FALSE,
,T1018,Adfind - Enumerate Active Directory Computer Objects,a889f5be-2d54-4050-bd05-884578748bb4,windows,120,,Public,FALSE,
,T1018,Adfind - Enumerate Active Directory Domain Controller Objects,5838c31e-a0e2-4b9f-b60a-d79d2cb7995e,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - ip neighbour,158bd4dd-6359-40ab-b13c-285b9ef6fa25,linux,120,,Public,FALSE,
,T1018,Remote System Discovery - ip route,1a4ebe70-31d0-417b-ade2-ef4cb3e7d0e1,linux,120,,Public,FALSE,
,T1018,Remote System Discovery - ip tcp_metrics,6c2da894-0b57-43cb-87af-46ea3b501388,linux,120,,Public,FALSE,
,T1018,Enumerate domain computers within Active Directory using DirectorySearcher,962a6017-1c09-45a6-880b-adc9c57cb22e,windows,120,,Public,FALSE,
,T1018,Enumerate Active Directory Computers with Get-AdComputer,97e89d9e-e3f5-41b5-a90f-1e0825df0fdf,windows,120,,Public,FALSE,
,T1018,Enumerate Active Directory Computers with ADSISearcher,64ede6ac-b57a-41c2-a7d1-32c6cd35397d,windows,120,,Public,FALSE,
,T1018,Get-DomainController with PowerView,b9d2e8ca-5520-4737-8076-4f08913da2c4,windows,120,,Public,FALSE,
,T1018,Get-wmiobject to Enumerate Domain Controllers,e3cf5123-f6c9-4375-bdf2-1bb3ba43a1ad,windows,120,,Public,FALSE,
,T1018,Remote System Discovery - net group Domain Controller,5843529a-5056-4bc1-9c13-a311e2af4ca0,windows,120,,Public,FALSE,
,T1020,IcedID Botnet HTTP PUT,9c780d3d-3a14-4278-8ee5-faaeb2ccfbe0,windows,120,,Public,FALSE,
,T1021.001,RDP to DomainController,355d4632-8cb9-449d-91ce-b566d0253d3e,windows,120,,Public,FALSE,
,T1021.001,Changing RDP Port to Non Standard Port via Powershell,2f840dd4-8a2e-4f44-beb3-6b2399ea3771,windows,120,,Public,FALSE,
,T1021.001,Changing RDP Port to Non Standard Port via Command_Prompt,74ace21e-a31c-4f7d-b540-53e4eb6d1f73,windows,120,,Public,FALSE,
,T1021.002,Map admin share,3386975b-367a-4fbb-9d77-4dcf3639ffd3,windows,120,,Public,FALSE,
,T1021.002,Map Admin Share PowerShell,514e9cd7-9207-4882-98b1-c8f791bae3c5,windows,120,,Public,FALSE,
,T1021.002,Copy and Execute File with PsExec,0eb03d41-79e4-4393-8e57-6344856be1cf,windows,120,,Public,FALSE,
,T1021.002,Execute command writing output to local Admin Share,d41aaab5-bdfe-431d-a3d5-c29e9136ff46,windows,120,,Public,FALSE,
,T1021.003,PowerShell Lateral Movement using MMC20,6dc74eb1-c9d6-4c53-b3b5-6f50ae339673,windows,120,,Public,FALSE,
,T1021.006,Enable Windows Remote Management,9059e8de-3d7d-4954-a322-46161880b9cf,windows,120,,Public,FALSE,
,T1021.006,Remote Code Execution with PS Credentials Using Invoke-Command,5295bd61-bd7e-4744-9d52-85962a4cf2d6,windows,120,,Public,FALSE,
,T1021.006,WinRM Access with Evil-WinRM,efe86d95-44c4-4509-ae42-7bfd9d1f5b3d,windows,120,,Public,FALSE,
,T1027,Decode base64 Data into Script,f45df6be-2e1e-4136-a384-8f18ab3826fb,macos|linux,120,,Public,FALSE,
,T1027,Execute base64-encoded PowerShell,a50d5a97-2531-499e-a1de-5544c74432c6,windows,120,,Public,FALSE,
,T1027,Execute base64-encoded PowerShell from Windows Registry,450e7218-7915-4be4-8b9b-464a49eafcec,windows,120,,Public,FALSE,
,T1027,Execution from Compressed File,f8c8a909-5f29-49ac-9244-413936ce6d1f,windows,120,,Public,FALSE,
,T1027,DLP Evasion via Sensitive Data in VBA Macro over email,129edb75-d7b8-42cd-a8ba-1f3db64ec4ad,windows,120,,Public,FALSE,
,T1027,DLP Evasion via Sensitive Data in VBA Macro over HTTP,e2d85e66-cb66-4ed7-93b1-833fc56c9319,windows,120,,Public,FALSE,
,T1027,Obfuscated Command in PowerShell,8b3f4ed6-077b-4bdd-891c-2d237f19410f,windows,120,,Public,FALSE,
,T1027,Obfuscated Command Line using special Unicode characters,e68b945c-52d0-4dd9-a5e8-d173d70c448f,windows,120,,Public,FALSE,
,T1027.001,Pad Binary to Change Hash - Linux/macOS dd,ffe2346c-abd5-4b45-a713-bf5f1ebd573a,macos|linux,120,,Public,FALSE,
,T1027.002,Binary simply packed by UPX (linux),11c46cd8-e471-450e-acb8-52a1216ae6a4,linux,120,,Public,FALSE,
,T1027.002,"Binary packed by UPX, with modified headers (linux)",f06197f8-ff46-48c2-a0c6-afc1b50665e1,linux,120,,Public,FALSE,
,T1027.002,Binary simply packed by UPX,b16ef901-00bb-4dda-b4fc-a04db5067e20,macos,120,,Public,FALSE,
,T1027.002,"Binary packed by UPX, with modified headers",4d46e16b-5765-4046-9f25-a600d3e65e4d,macos,120,,Public,FALSE,
,T1027.004,Compile After Delivery using csc.exe,ffcdbd6a-b0e8-487d-927a-09127fe9a206,windows,120,,Public,FALSE,
,T1027.004,Dynamic C# Compile,453614d8-3ba6-4147-acc0-7ec4b3e1faef,windows,120,,Public,FALSE,
,T1027.004,C compile,d0377aa6-850a-42b2-95f0-de558d80be57,linux|macos,120,,Public,FALSE,
,T1027.004,CC compile,da97bb11-d6d0-4fc1-b445-e443d1346efe,linux|macos,120,,Public,FALSE,
,T1027.004,Go compile,78bd3fa7-773c-449e-a978-dc1f1500bc52,linux|macos,120,,Public,FALSE,
,T1027.006,HTML Smuggling Remote Payload,30cbeda4-08d9-42f1-8685-197fad677734,windows,120,,Public,FALSE,
,T1030,Data Transfer Size Limits,ab936c51-10f4-46ce-9144-e02137b2016a,macos|linux,120,,Public,FALSE,
,T1033,System Owner/User Discovery,4c4959bf-addf-4b4a-be86-8d09cc1857aa,windows,120,,Public,FALSE,
,T1033,System Owner/User Discovery,2a9b677d-a230-44f4-ad86-782df1ef108c,linux|macos,120,,Public,FALSE,
,T1033,Find computers where user has session - Stealth mode (PowerView),29857f27-a36f-4f7e-8084-4557cd6207ca,windows,120,,Public,FALSE,
,T1033,User Discovery With Env Vars PowerShell Script,dcb6cdee-1fb0-4087-8bf8-88cfd136ba51,windows,120,,Public,FALSE,
,T1033,GetCurrent User with PowerShell Script,1392bd0f-5d5a-429e-81d9-eb9d4d4d5b3b,windows,120,,Public,FALSE,
,T1036,System File Copied to Unusual Location,51005ac7-52e2-45e0-bdab-d17c6d4916cd,windows,120,,Public,FALSE,
,T1036,Malware Masquerading and Execution from Zip File,4449c89b-ec82-43a4-89c1-91e2f1abeecc,windows,120,,Public,FALSE,
,T1036.003,Masquerading as Windows LSASS process,5ba5a3d1-cf3c-4499-968a-a93155d1f717,windows,120,,Public,FALSE,
,T1036.003,Masquerading as Linux crond process.,a315bfff-7a98-403b-b442-2ea1b255e556,linux,120,,Public,FALSE,
,T1036.003,Masquerading - cscript.exe running as notepad.exe,3a2a578b-0a01-46e4-92e3-62e2859b42f0,windows,120,,Public,FALSE,
,T1036.003,Masquerading - wscript.exe running as svchost.exe,24136435-c91a-4ede-9da1-8b284a1c1a23,windows,120,,Public,FALSE,
,T1036.003,Masquerading - powershell.exe running as taskhostw.exe,ac9d0fc3-8aa8-4ab5-b11f-682cd63b40aa,windows,120,,Public,FALSE,
,T1036.003,Masquerading - non-windows exe running as windows exe,bc15c13f-d121-4b1f-8c7d-28d95854d086,windows,120,,Public,FALSE,
,T1036.003,Masquerading - windows exe running as different windows exe,c3d24a39-2bfe-4c6a-b064-90cd73896cb0,windows,120,,Public,FALSE,
,T1036.003,Malicious process Masquerading as LSM.exe,83810c46-f45e-4485-9ab6-8ed0e9e6ed7f,windows,120,,Public,FALSE,
,T1036.003,File Extension Masquerading,c7fa0c3b-b57f-4cba-9118-863bf4e653fc,windows,120,,Public,FALSE,
,T1036.004,Creating W32Time similar named service using schtasks,f9f2fe59-96f7-4a7d-ba9f-a9783200d4c9,windows,120,,Public,FALSE,
,T1036.004,Creating W32Time similar named service using sc,b721c6ef-472c-4263-a0d9-37f1f4ecff66,windows,120,,Public,FALSE,
,T1036.005,Execute a process from a directory masquerading as the current parent directory.,812c3ab8-94b0-4698-a9bf-9420af23ce24,macos|linux,120,,Public,FALSE,
,T1036.005,Masquerade as a built-in system executable,35eb8d16-9820-4423-a2a1-90c4f5edd9ca,windows,120,,Public,FALSE,
,T1036.006,Space After Filename (Manual),89a7dd26-e510-4c9f-9b15-f3bae333360f,macos,120,,Public,FALSE,
,T1036.006,Space After Filename,b95ce2eb-a093-4cd8-938d-5258cef656ea,macos|linux,120,,Public,FALSE,
,T1037.001,Logon Scripts,d6042746-07d4-4c92-9ad8-e644c114a231,windows,120,,Public,FALSE,
,T1037.002,Logon Scripts - Mac,f047c7de-a2d9-406e-a62b-12a09d9516f4,macos,120,,Public,FALSE,
,T1037.004,rc.common,97a48daa-8bca-4bc0-b1a9-c1d163e762de,macos,120,,Public,FALSE,
,T1037.004,rc.common,c33f3d80-5f04-419b-a13a-854d1cbdbf3a,linux,120,,Public,FALSE,
,T1037.004,rc.local,126f71af-e1c9-405c-94ef-26a47b16c102,linux,120,,Public,FALSE,
,T1037.005,Add file to Local Library StartupItems,134627c3-75db-410e-bff8-7a920075f198,macos,120,,Public,FALSE,
,T1039,Copy a sensitive File over Administive share with copy,6ed67921-1774-44ba-bac6-adb51ed60660,windows,120,,Public,FALSE,
,T1039,Copy a sensitive File over Administive share with Powershell,7762e120-5879-44ff-97f8-008b401b9a98,windows,120,,Public,FALSE,
,T1040,Packet Capture Linux using tshark or tcpdump,7fe741f7-b265-4951-a7c7-320889083b3e,linux,120,,Public,FALSE,
,T1040,Packet Capture macOS using tcpdump or tshark,9d04efee-eff5-4240-b8d2-07792b873608,macos,120,,Public,FALSE,
,T1040,Packet Capture Windows Command Prompt,a5b2f6a0-24b4-493e-9590-c699f75723ca,windows,120,,Public,FALSE,
,T1040,Windows Internal Packet Capture,b5656f67-d67f-4de8-8e62-b5581630f528,windows,120,,Public,FALSE,
,T1040,Windows Internal pktmon capture,c67ba807-f48b-446e-b955-e4928cd1bf91,windows,120,,Public,FALSE,
,T1040,Windows Internal pktmon set filter,855fb8b4-b8ab-4785-ae77-09f5df7bff55,windows,120,,Public,FALSE,
,T1040,Packet Capture macOS using /dev/bpfN with sudo,e6fe5095-545d-4c8b-a0ae-e863914be3aa,macos,120,,Public,FALSE,
,T1040,Filtered Packet Capture macOS using /dev/bpfN with sudo,e2480aee-23f3-4f34-80ce-de221e27cd19,macos,120,,Public,FALSE,
,T1040,"Packet Capture Linux socket AF_PACKET,SOCK_RAW with sudo",10c710c9-9104-4d5f-8829-5b65391e2a29,linux,120,,Public,FALSE,
,T1040,"Packet Capture Linux socket AF_INET,SOCK_RAW,TCP with sudo",7a0895f0-84c1-4adf-8491-a21510b1d4c1,linux,120,,Public,FALSE,
,T1040,"Packet Capture Linux socket AF_INET,SOCK_PACKET,UDP with sudo",515575ab-d213-42b1-aa64-ef6a2dd4641b,linux,120,,Public,FALSE,
,T1040,"Packet Capture Linux socket AF_PACKET,SOCK_RAW with BPF filter for UDP with sudo",b1cbdf8b-6078-48f5-a890-11ea19d7f8e9,linux,120,,Public,FALSE,
,T1041,C2 Data Exfiltration,d1253f6e-c29b-49dc-b466-2147a6191932,windows,120,,Public,FALSE,
,T1046,Port Scan,68e907da-2539-48f6-9fc9-257a78c05540,linux|macos,120,,Public,FALSE,
,T1046,Port Scan Nmap,515942b0-a09f-4163-a7bb-22fefb6f185f,linux|macos,120,,Public,FALSE,
,T1046,Port Scan NMap for Windows,d696a3cb-d7a8-4976-8eb5-5af4abf2e3df,windows,120,,Public,FALSE,
,T1046,Port Scan using python,6ca45b04-9f15-4424-b9d3-84a217285a5c,windows,120,,Public,FALSE,
,T1046,WinPwn - spoolvulnscan,54574908-f1de-4356-9021-8053dd57439a,windows,120,,Public,FALSE,
,T1046,WinPwn - MS17-10,97585b04-5be2-40e9-8c31-82157b8af2d6,windows,120,,Public,FALSE,
,T1046,WinPwn - bluekeep,1cca5640-32a9-46e6-b8e0-fabbe2384a73,windows,120,,Public,FALSE,
,T1046,WinPwn - fruit,bb037826-cbe8-4a41-93ea-b94059d6bb98,windows,120,,Public,FALSE,
,T1047,WMI Reconnaissance Users,c107778c-dcf5-47c5-af2e-1d058a3df3ea,windows,120,,Public,FALSE,
,T1047,WMI Reconnaissance Processes,5750aa16-0e59-4410-8b9a-8a47ca2788e2,windows,120,,Public,FALSE,
,T1047,WMI Reconnaissance Software,718aebaa-d0e0-471a-8241-c5afa69c7414,windows,120,,Public,FALSE,
,T1047,WMI Reconnaissance List Remote Services,0fd48ef7-d890-4e93-a533-f7dedd5191d3,windows,120,,Public,FALSE,
,T1047,WMI Execute Local Process,b3bdfc91-b33e-4c6d-a5c8-d64bee0276b3,windows,120,,Public,FALSE,
,T1047,WMI Execute Remote Process,9c8ef159-c666-472f-9874-90c8d60d136b,windows,120,,Public,FALSE,
,T1047,Create a Process using WMI Query and an Encoded Command,7db7a7f9-9531-4840-9b30-46220135441c,windows,120,,Public,FALSE,
,T1047,Create a Process using obfuscated Win32_Process,10447c83-fc38-462a-a936-5102363b1c43,windows,120,,Public,FALSE,
,T1047,WMI Execute rundll32,00738d2a-4651-4d76-adf2-c43a41dfb243,windows,120,,Public,FALSE,
,T1047,Application uninstall using WMIC,c510d25b-1667-467d-8331-a56d3e9bc4ff,windows,120,,Public,FALSE,
,T1048,Exfiltration Over Alternative Protocol - SSH,f6786cc8-beda-4915-a4d6-ac2f193bb988,macos|linux,120,,Public,FALSE,
,T1048,Exfiltration Over Alternative Protocol - SSH,7c3cb337-35ae-4d06-bf03-3032ed2ec268,macos|linux,120,,Public,FALSE,
,T1048,DNSExfiltration (doh),c943d285-ada3-45ca-b3aa-7cd6500c6a48,windows,120,,Public,FALSE,
,T1048.002,Exfiltrate data HTTPS using curl windows,1cdf2fb0-51b6-4fd8-96af-77020d5f1bf0,windows,120,,Public,FALSE,
,T1048.002,Exfiltrate data HTTPS using curl linux,4a4f31e2-46ea-4c26-ad89-f09ad1d5fe01,macos|linux,120,,Public,FALSE,
,T1048.003,Exfiltration Over Alternative Protocol - HTTP,1d1abbd6-a3d3-4b2e-bef5-c59293f46eff,macos|linux,120,,Public,FALSE,
,T1048.003,Exfiltration Over Alternative Protocol - ICMP,dd4b4421-2e25-4593-90ae-7021947ad12e,windows,120,,Public,FALSE,
,T1048.003,Exfiltration Over Alternative Protocol - DNS,c403b5a4-b5fc-49f2-b181-d1c80d27db45,linux,120,,Public,FALSE,
,T1048.003,Exfiltration Over Alternative Protocol - HTTP,6aa58451-1121-4490-a8e9-1dada3f1c68c,windows,120,,Public,FALSE,
,T1048.003,Exfiltration Over Alternative Protocol - SMTP,ec3a835e-adca-4c7c-88d2-853b69c11bb9,windows,120,,Public,FALSE,
,T1048.003,MAZE FTP Upload,57799bc2-ad1e-4130-a793-fb0c385130ba,windows,120,,Public,FALSE,
,T1048.003,Exfiltration Over Alternative Protocol - FTP - Rclone,b854eb97-bf9b-45ab-a1b5-b94e4880c56b,windows,120,,Public,FALSE,
,T1048.003,Python3 http.server,3ea1f938-f80a-4305-9aa8-431bc4867313,linux,120,,Public,FALSE,
,T1049,System Network Connections Discovery,0940a971-809a-48f1-9c4d-b1d785e96ee5,windows,120,,Public,FALSE,
,T1049,System Network Connections Discovery with PowerShell,f069f0f1-baad-4831-aa2b-eddac4baac4a,windows,120,,Public,FALSE,
,T1049,System Network Connections Discovery Linux & MacOS,9ae28d3f-190f-4fa0-b023-c7bd3e0eabf2,linux|macos,120,,Public,FALSE,
,T1049,System Discovery using SharpView,96f974bb-a0da-4d87-a744-ff33e73367e9,windows,120,,Public,FALSE,
,T1053.002,At.exe Scheduled task,4a6c0dc4-0f2a-4203-9298-a5a9bdc21ed8,windows,120,,Public,FALSE,
,T1053.002,At - Schedule a job,7266d898-ac82-4ec0-97c7-436075d0d08e,linux,120,,Public,FALSE,
,T1053.003,Cron - Replace crontab with referenced file,435057fb-74b1-410e-9403-d81baf194f75,macos|linux,120,,Public,FALSE,
,T1053.003,Cron - Add script to all cron subfolders,b7d42afa-9086-4c8a-b7b0-8ea3faa6ebb0,macos|linux,120,,Public,FALSE,
,T1053.003,Cron - Add script to /var/spool/cron/crontabs/ folder,2d943c18-e74a-44bf-936f-25ade6cccab4,linux,120,,Public,FALSE,
,T1053.005,Scheduled Task Startup Script,fec27f65-db86-4c2d-b66c-61945aee87c2,windows,120,,Public,FALSE,
2,T1105,iwr or Invoke Web-Request download,c01cad7f-7a4c-49df-985e-b190dcf6a279,windows,120,"""@{""""remote_file""""=""""https://github.com/redcanaryco/atomic-red-team/blob/597a0cead409e577e3e2261a7a596ba51c0f610a/atomics/T1218/src/x64/T1218.dll"""";""""local_path""""=""""c:\Atomic.dll""""}""",Public,TRUE,
,T1053.005,Scheduled task Remote,2e5eac3e-327b-4a88-a0c0-c4057039a8dd,windows,120,,Public,FALSE,
,T1053.005,Powershell Cmdlet Scheduled Task,af9fd58f-c4ac-4bf2-a9ba-224b71ff25fd,windows,120,,Public,FALSE,
,T1053.005,Task Scheduler via VBA,ecd3fa21-7792-41a2-8726-2c5c673414d3,windows,120,,Public,FALSE,
,T1053.005,WMI Invoke-CimMethod Scheduled Task,e16b3b75-dc9e-4cde-a23d-dfa2d0507b3b,windows,120,,Public,FALSE,
,T1053.005,Scheduled Task Executing Base64 Encoded Commands From Registry,e895677d-4f06-49ab-91b6-ae3742d0a2ba,windows,120,,Public,FALSE,
,T1053.005,Import XML Schedule Task with Hidden Attribute,cd925593-fbb4-486d-8def-16cbdf944bf4,windows,120,,Public,FALSE,
,T1053.005,PowerShell Modify A Scheduled Task,dda6fc7b-c9a6-4c18-b98d-95ec6542af6d,windows,120,,Public,FALSE,
,T1053.006,Create Systemd Service and Timer,f4983098-bb13-44fb-9b2c-46149961807b,linux,120,,Public,FALSE,
